Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	Assets	MarketCap	Revenue	Country
UGI CORP	US232668356	21.01	1	New York Stock Exchange (NYSE)	Industrial company	7.023112516051637	6.8750339309322355	6.825497585463292	US
ULTA SALON, COSMETICS & FRAGRANCE, INC.	US363685240	14.46	1	NASDAQ National Market	Industrial company	6.348483802246347	7.164438397423144	6.593741947662262	US
ULTIMATE SOFTWARE GROUP INC	US650694077	15.54	1	NASDAQ National Market	Industrial company	6.166006566471288	6.76986740338221	5.791046096100316	US
ULTRA CLEAN HOLDINGS, INC.	US611430858	6.62	1	NASDAQ National Market	Industrial company	5.5265382834253165	5.284802826811936	5.671269136145882	US
ULTRAGENYX PHARMACEUTICAL INC.	US272546083	17.03	1	NASDAQ National Market	Industrial company	5.74785442278958	6.427428004527224	0.0	US
ULTRALIFE CORP.	US161387013	2.76	9	NASDAQ National Market	Industrial company	4.911280153082187	4.82001088000637	4.883252494933286	US
ULTRATECH INC	US943169580	20.74	1	NASDAQ National Market	Industrial company	5.5901694839897695	5.7802006203349645	5.173701869094592	US
UMB FINANCIAL CORPORATION	US430903811	16.91	1	NASDAQ National Market	Bank	7.280902513481546	6.4586925289232475	5.943752641595649	US
UMH PROPERTIES, INC.	US221890929	9.2	1	New York Stock Exchange (NYSE)	Financial company	5.778381365483936	5.434179141491084	4.9112535159490704	US
UMPQUA HOLDINGS CORPORATION	US931261319	22.18	1	NASDAQ National Market	Bank	7.368978341036971	6.545005108765556	6.058981823740092	US
UNDER ARMOUR, INC.	US521990078	15.14	2	New York Stock Exchange (NYSE)	Industrial company	6.457271791572946	6.841322485012757	6.598058481384194	US
UNI-PIXEL, INC.	US752926437	1.15	3	NASDAQ National Market	Industrial company	4.424048167501823	4.836495014307795	3.5749567757645067	US
UNICO AMERICAN CORPORATION	US952583928	0.0	110	NASDAQ National Market	Insurance company	5.146658171671093	4.789326829507257	4.5608149411970516	US
UNIFI INC	US112165495	14.25	1	New York Stock Exchange (NYSE)	Industrial company	5.677947138446113	5.655199923482291	5.837033853832197	US
UNIFIRST CORP	US042103460	18.290000000000006	3	New York Stock Exchange (NYSE)	Industrial company	6.18560957433512	6.248262209147825	6.16334209455243	US
UNILIFE CORPORATION	US271049354	4.87	3	NASDAQ National Market	Industrial company	4.973728058688027	4.788931605692497	4.119222886923583	US
UNION BANKSHARES CORPORATION	US541598552	10.71	1	NASDAQ National Market	Bank	6.886112216459853	6.07758517987871	5.488876315277587	US
UNION BANKSHARES, INC	US030283552	0.21	12	NASDAQ National Market	Bank	4.734871806134917	5.175517611648932	3.482730700079943	US
UNION PACIFIC CORP	US132626465	15.83	1	New York Stock Exchange (NYSE)	Industrial company	7.737192650658849	7.843734817606961	7.338715419273419	US
UNIQUE FABRICATING, INC.	US461846791	0.0	116	NYSE MKT	Industrial company	4.9996611181229955	5.123453082752335	5.156279526447275	US
UNISYS CORP	US380387840	14.52	2	New York Stock Exchange (NYSE)	Industrial company	6.328379807332813	5.603645525613988	6.4793018647375265	US
UNIT CORP	US731283193	13.61	1	New York Stock Exchange (NYSE)	Industrial company	6.447133679147461	5.8418029252238854	5.931575836305409	US
UNITED BANCORP, INC	US341405357	1.14	5	NASDAQ National Market	Bank	4.659745109466113	4.719886232471759	2.912753303671323	US
UNITED BANCSHARES, INC.	US341516518	0.55	13	NASDAQ National Market	Bank	4.926368174209674	4.778209152454512	3.5434471800817002	US
UNITED BANKSHARES, INC.	US550641179	28.82	1	NASDAQ National Market	Bank	7.099609691342701	6.443632176430237	5.657232787028585	US
UNITED COMMUNITY BANCORP INC	US149186642L	0.0	130	NASDAQ National Market	Financial company		4.774151858954711	4.2430628648048065	US
UNITED COMMUNITY BANKS, INC	US581807304	5.41	4	NASDAQ National Market	Bank	6.983450775046567	6.153198185711508	5.518409959964431	US
UNITED COMMUNITY FINANCIAL CORP	US341856319	11.32	1	NASDAQ National Market	Bank		5.462972683298228	4.795886966000197	US
UNITED CONTINENTAL HOLDINGS, INC.	US362675207	17.65	1	New York Stock Exchange (NYSE)	Industrial company	7.6113090016368945	7.180897166951812	7.578226502929789	US
UNITED FINANCIAL BANCORP INC	US149209348L	6.37	3	NASDAQ National Market	Financial company		5.82262567877414	5.243040530361958	US
UNITED FIRE GROUP, INC	US452302834	15.25	1	NASDAQ National Market	Insurance company	6.5899916890085555	6.0211756496003	6.0116304879530515	US
UNITED GUARDIAN INC	US111719724	2.25	6	NASDAQ National Market	Industrial company	4.195595263005526	4.895985768927391	4.146345128650468	US
UNITED INSURANCE HOLDINGS CORP	US753241967	11.98	1	NASDAQ National Market	Insurance company	5.869244630996623	5.586478154778656	5.755674424431305	US
UNITED NATURAL FOODS INC	US050376157	18.39	1	NASDAQ National Market	Industrial company	6.406572708724006	6.259352059090648	6.913017569490682	US
UNITED ONLINE INC	US770575839	11.76	1	NASDAQ National Market	Industrial company	5.297127752605052	5.214639893608874	5.179319071065717	US
UNITED PARCEL SERVICE INC	US582480149	10.86	1	New York Stock Exchange (NYSE)	Industrial company	7.583323499492788	7.851885927696423	7.766137615027987	US
UNITED RENTALS INC	US061522496	22.15	1	New York Stock Exchange (NYSE)	Industrial company	7.082174811427269	6.782011209998957	6.764699138457891	US
UNITED SECURITY BANCSHARES	US912112732	0.26	19	NASDAQ National Market	Bank	4.99932632131709	4.94350440860623	3.6697816152085365	US
UNITED SECURITY BANCSHARES, INC.	US630843362	0.38	9	NASDAQ National Market	Bank	4.886265059029757	4.71729594973894	3.267406418752904	US
UNITED STATES ANTIMONY CORPORATION	US810305822	0.6000000000000001	6	NYSE MKT	Industrial company	4.261524556472671	4.22318432089504	4.1176026916900845	US
UNITED STATES CELLULAR CORP	US621147325	3.95	2	New York Stock Exchange (NYSE)	Industrial company	6.848803409239101	6.286413577119084	6.601718284324045	US
UNITED STATES LIME & MINERALS INC	US750789226	4.57	2	NASDAQ National Market	Industrial company	5.293362554711446	5.460968466220365	5.116733896843938	US
UNITED STATES STEEL CORPORATION	US251897152	17.03	1	New York Stock Exchange (NYSE)	Industrial company	6.96222727872594	6.323371127999763	7.06348351555081	US
UNITED TECHNOLOGIES CORPORATION	US060570975	23.94	1	New York Stock Exchange (NYSE)	Industrial company	7.941928636876887	7.925943932440958	7.748947385852649	US
UNITED THERAPEUTICS CORP	US521984749	20.880000000000006	1	NASDAQ National Market	Industrial company	6.3393413133203005	6.719910402037389	6.166063458382982	US
UNITEDHEALTH GROUP INC	US411321939	17.54	1	New York Stock Exchange (NYSE)	Insurance company	8.046818914938031	8.105195859843425		US
UNITIL CORP	US020381573	13.64	1	New York Stock Exchange (NYSE)	Industrial company	6.019698146016769	5.751169746569987	5.630225428310945	US
UNITY BANCORP, INC	US223282551	0.0	117	NASDAQ National Market	Bank	6.035378500421447	4.997844904040718	4.617744507735509	US
UNIVAR INC.	US261251958	6.2	5	New York Stock Exchange (NYSE)	Industrial company	6.749148693337364	6.416990297966622	6.953363428642605	US
UNIVERSAL AMERICAN CORP	US274683816	8.33	3	New York Stock Exchange (NYSE)	Insurance company	6.2398148197245185	5.8253111995406055	0.0	US
UNIVERSAL CORP	US540414210	18.04	2	New York Stock Exchange (NYSE)	Industrial company	6.342121333852337	6.101043868695653	6.356370477543131	US
UNIVERSAL DISPLAY CORP	US232372688	12.29	1	NASDAQ National Market	Industrial company	5.747732554567978	6.5017891400941314	5.281140222376822	US
UNIVERSAL ELECTRONICS INC	US330204817	16.259999999999998	2	NASDAQ National Market	Industrial company	5.694799052794664	5.971316677923951	5.780197738659139	US
UNIVERSAL FOREST PRODUCTS INC	US381465835	21.5	1	NASDAQ National Market	Industrial company	6.044414314267361	6.232315436542503	6.460457614782275	US
UNIVERSAL HEALTH REALTY INCOME TRUST	US236858580	27.93	1	New York Stock Exchange (NYSE)	Financial company	5.661343128818144	5.853121811411599	4.805847339918447	US
UNIVERSAL HEALTH SERVICES INC	US232077891	0.0	103	New York Stock Exchange (NYSE)	Industrial company	6.982969388062002	7.0824372568695555	6.956334237818977	US
UNIVERSAL INSURANCE HOLDINGS INC	US650231984	22.49	1	New York Stock Exchange (NYSE)	Insurance company	5.997189290575022	5.835738119380206	5.94616231106482	US
UNIVERSAL LOGISTICS HOLDINGS INC	US383640097	2.93	5	NASDAQ National Market	Industrial company	5.707144188342445	5.603065304332754	6.052606997391779	US
UNIVERSAL SECURITY INSTRUMENTS, INC.	US520898545	0.0	110	NYSE MKT	Industrial company	4.299005816450637	3.908270499495724	3.9953280090774097	US
UNIVERSAL STAINLESS & ALLOY PRODUCTS INC	US251724540	0.32	21	NASDAQ National Market	Industrial company	5.473199291569123	4.936302575776346	5.256864409822452	US
UNIVERSAL TECHNICAL INSTITUTE, INC.	US860226984	13.68	4	New York Stock Exchange (NYSE)	Foundation/Research institute	5.4382305574270635	4.89962354843732	5.559517619720908	US
UNIVEST CORPORATION OF PENNSYLVANIA	US231886144	10.61	1	NASDAQ National Market	Bank		5.597536134835149	5.051156382825619	US
UNUM GROUP INC	US621598430	20.06	1	New York Stock Exchange (NYSE)	Insurance company	7.782398809331478	6.94269196234669		US
UNWIRED PLANET, INC.	US943219054	4.71	5	NASDAQ National Market	Industrial company	4.94882847675339	4.751687025956761	3.653791187387812	US
UPLAND SOFTWARE, INC.	US272992077	1.71	11	NASDAQ National Market	Industrial company	5.087834636911613	5.08814672435355	4.844551726339273	US
UQM TECHNOLOGIES INC	US840579156	3.08	3	NYSE MKT	Industrial company	4.394504213271725	4.577457330653359	3.6039018317316716	US
URANIUM ENERGY CORP.	US980399476	6.38	1	NYSE MKT	Industrial company	4.762686064430917	4.949472953848998	3.4886916983169405	US
URANIUM RESOURCES, INC.	US752212772	2.8200000000000003	3	NASDAQ National Market	Industrial company	4.755623349213545	3.935759103745312	0.0	US
URBAN EDGE PROPERTIES	US476311266	29.06	1	New York Stock Exchange (NYSE)	Financial company	6.283059585184655	6.429307586718599	5.509129909753341	US
URBAN OUTFITTERS INC	US232003332	14.88	2	NASDAQ National Market	Industrial company	6.263234012223643	6.5308709904120406	6.537206244707017	US
URSTADT BIDDLE PROPERTIES INC	US042458042	18.77	3	New York Stock Exchange (NYSE)	Financial company	5.935041484698699	5.744900570185567	5.061878270954776	US
US BANCORP	US410255900	15.46	1	New York Stock Exchange (NYSE)	Bank		7.870105386208555	7.477121269196145	US
US ECOLOGY, INC.	US953889638	15.35	1	NASDAQ National Market	Industrial company	5.887610549591841	5.996853019520963	5.750563160329288	US
US ENERGY CORP	US830205516	1.76	2	NASDAQ National Market	Industrial company	4.520260760495895	4.007363654312278	4.012710712741787	US
US GEOTHERMAL INC.	US841472231	2.42	8	NYSE MKT	Industrial company	5.358349895088257	4.938934808342282	4.494168513490308	US
USA COMPRESSION PARTNERS, LP	US752771546	0.0	117	New York Stock Exchange (NYSE)	Industrial company	6.1789113667512865	5.8985200496464065	5.432241117308447	US
USA TECHNOLOGIES, INC.	US232679963	0.65	16	NASDAQ National Market	Industrial company	4.8758422907451955	5.207542813955311	4.764011652390399	US
USA TRUCK INC	US710556971	11.5	1	NASDAQ National Market	Industrial company	5.457059439342583	5.267509642342179	5.705808139552667	US
USANA HEALTH SCIENCES INC	US870500306	8.920000000000002	2	New York Stock Exchange (NYSE)	Industrial company	5.62658465347285	6.161848754624624	5.963079160641827	US
USD PARTNERS LP	US300831007	0.0	116	New York Stock Exchange (NYSE)	Industrial company	5.516401825989599	5.164578868064594	4.9125621295547575	US
USG CORP	US363329400	9.13	5	New York Stock Exchange (NYSE)	Industrial company	6.675411785415546	6.629893985204887	6.577032100640444	US
USMD HOLDINGS, INC.	US272866866	0.0	108	NASDAQ National Market	Industrial company	5.445197737639848	5.35484381084046	5.512089101008049	US
UTAH MEDICAL PRODUCTS INC	US870342734	8.059999999999999	4	NASDAQ National Market	Industrial company	4.89859355725695	5.391330382305977	4.603772075387144	US
V. F. CORPORATION	US231180120	13.23	2	New York Stock Exchange (NYSE)	Industrial company	6.984056444973076	7.415339654470979	7.092606443197051	US
VAALCO ENERGY, INC.	US760274813	8.29	1	New York Stock Exchange (NYSE)	Industrial company	5.093278064048096	4.792433715962996	4.9055044546362225	US
VAIL RESORTS INC	US510291762	14.57	2	New York Stock Exchange (NYSE)	Industrial company	6.396133413049146	6.674678845708836	6.1461047692792095	US
VALERO ENERGY CORP	US741828067	19.97	1	New York Stock Exchange (NYSE)	Industrial company	7.645687491182643	7.408869405600007	7.943514306027199	US
VALERO ENERGY PARTNERS LP	US463263598	0.29	24	New York Stock Exchange (NYSE)	Industrial company	5.929474103154913	6.1087712984408995	5.386721852125678	US
VALHI INC	US870110150	0.28	4	New York Stock Exchange (NYSE)	Industrial company	6.40438910668779	5.842137249563331	6.185514107534045	US
VALLEY NATIONAL BANCORP	US222477875	19.380000000000006	1	New York Stock Exchange (NYSE)	Bank	7.334707357343487	6.385038102278995	5.802138575590397	US
VALMONT INDUSTRIES INC	US470351813	16.52	1	New York Stock Exchange (NYSE)	Industrial company	6.378830707704112	6.489749855534069	6.418123061406319	US
VALSPAR CORP	US362443580	18.41	1	New York Stock Exchange (NYSE)	Industrial company	6.635340566886222	6.930699176339753	6.642723931231276	US
VALUE LINE INC	US133139843	0.62	5	NASDAQ National Market	Financial company	4.941620737855168	5.2163744191754295	4.550521861389246	US
VANDA PHARMACEUTICALS INC.	US030491827	14.07	1	NASDAQ National Market	Industrial company	5.3284835769944054	5.660727012713779	5.041100425099172	US
VANGUARD NATURAL RESOURCES, LLC	US611521161	0.0	122	NASDAQ National Market	Industrial company	6.430654319911669	5.2725470521183135	5.75331029453189	US
VANTIV, INC.	US264532998	10.66	2	New York Stock Exchange (NYSE)	Financial company	6.810597212529631	6.926291501512455	6.4996786990047655	US
VARIAN MEDICAL SYSTEMS INC	US942359345	20.81	1	New York Stock Exchange (NYSE)	Industrial company	6.5563928487486205	6.892781969771745	6.4912372716581395	US
VARONIS SYSTEMS, INC.	US571222280	2.4	13	NASDAQ National Market	Industrial company	5.217865429342714	5.798540849655514	5.104524666601309	US
VASCO DATA SECURITY INTERNATIONAL INC	US364169320	11.94	2	NASDAQ National Market	Industrial company	5.493908145505452	5.816440167956139	5.382816417442854	US
VASCULAR SOLUTIONS INC	US411859679	14.919999999999998	1	NASDAQ National Market	Industrial company	5.160990451242708	5.823707616035187	5.16791076036158	US
VCA INC.	US954097995	18.31	1	NASDAQ National Market	Industrial company	6.398136786344783	6.721850416848754	6.329128472213497	US
VECTOR GROUP LTD	US650949535	11.1	3	New York Stock Exchange (NYSE)	Industrial company	6.107418923591774	6.422295122113726	6.219374400495501	US
VECTREN CORP	US352086905	22.11	1	New York Stock Exchange (NYSE)	Industrial company	6.733189317685662	6.6121405186948845	6.386445634124247	US
VECTRUS, INC.	US383924636	17.72	1	New York Stock Exchange (NYSE)	Industrial company	5.68520144477762	5.425348333984659	6.072134045785171	US
VEECO INSTRUMENTS INC	US112989601	20.77	1	NASDAQ National Market	Industrial company	5.949775333003676	5.853456667153811	5.67855388594246	US
VEEVA SYSTEMS INC.	US208235463	2.18	10	New York Stock Exchange (NYSE)	Industrial company	5.848681654023951	6.491741045445409	5.611958973578173	US
VENAXIS, INC.	US841553387	0.0	104	NASDAQ National Market	Industrial company	4.319376758058249	4.117437025282619	2.0086001717619175	US
VENTAS, INC.	US611055020	28.02	1	New York Stock Exchange (NYSE)	Financial company	7.347562598237203	7.3506653996061395	6.516720289768162	US
VERA BRADLEY, INC.	US272935063	8.33	5	NASDAQ National Market	Industrial company	5.580560060639422	5.763328393925486	5.701221620160031	US
VERACYTE, INC.	US205455398	2.32	10	NASDAQ National Market	Industrial company	4.876494961402004	5.174123798178637	4.694640292019273	US
VERASTEM, INC.	US273269467	8.54	2	NASDAQ National Market	Industrial company	5.053443404921831	4.741309208899569	0.0	US
VEREIT, INC.	US452482685	23.270000000000003	1	New York Stock Exchange (NYSE)	Financial company	7.2406956607106805	6.935210060375757	6.192014616596767	US
VERICEL CORPORATION	US943096597	5.14	8	NASDAQ National Market	Industrial company	4.535420718056173	4.826184982845613	4.709006929602064	US
VERIFONE SYSTEMS, INC.	US043692546	15.92	1	New York Stock Exchange (NYSE)	Financial company	6.393235179929376	6.468371851109027	6.301129437714657	US
VERINT SYSTEMS, INC.	US113200514	15.68	1	NASDAQ National Market	Industrial company	6.372126618811403	6.317132990751597	6.053181047845832	US
VERISIGN INC	US943221585	17.740000000000006	2	NASDAQ National Market	Industrial company	6.372495543135608	6.964495151038728	6.025046440242847	US
VERISK ANALYTICS, INC.	US262994223	16.5	1	NASDAQ National Market	Insurance company	6.747695521588702	7.124793267026069	6.315552844492792	US
VERITEX HOLDINGS, INC.	US270973566	0.22	28	NASDAQ National Market	Bank	5.146995757209465	5.2226514521367715	3.985561187773345	US
VERITIV CORPORATION	US463234977	8.23	3	New York Stock Exchange (NYSE)	Industrial company	6.393908648486144	5.794648350506729	6.940401969490459	US
VERIZON COMMUNICATIONS INC	US232259884	16.150000000000002	1	New York Stock Exchange (NYSE)	Industrial company	8.387701198169436	8.314587000059472	8.119321889763585	US
VERMILLION, INC.	US330595156	0.97	11	NASDAQ National Market	Industrial company	4.321411997974006	4.79976774020177	3.3380578754197563	US
VERSAR INC	US540852979	2.72	11	NYSE MKT	Industrial company	4.950398934444449	4.092264360788348	5.2037887067984965	US
VERSARTIS, INC.	US264106690	8.030000000000001	4	NASDAQ National Market	Industrial company	5.267941038999636	5.419140888773747	0.0	US
VERTEX ENERGY, INC.	US943439569	1.63	11	NASDAQ National Market	Industrial company	4.971489231630871	4.6290628406975065	5.167148902189627	US
VERTEX PHARMACEUTICALS INCORPORATED	US043039129	17.400000000000002	1	NASDAQ National Market	Industrial company	6.397694649852804	7.349384018574369	6.013821493172099	US
VIACOM, INC.	US203515052	14.29	4	NASDAQ National Market	Industrial company	7.345236479660052	7.185463731131765	7.122805495579919	US
VIAD CORP	US361169950	16.229999999999997	1	New York Stock Exchange (NYSE)	Industrial company	5.839304546329707	5.809835690090468	6.037047420573835	US
VIASAT INC	US330174996	17.2	2	NASDAQ National Market	Industrial company	6.3341277068698565	6.53530222342106	6.140676448763565	US
VIAVI SOLUTIONS INC.	US942579683	17.09	1	NASDAQ National Market	Industrial company	6.3459225749604995	6.19832326660256	6.23276772828339	US
VICAL INCORPORATED	US930948554	5.91	3	NASDAQ National Market	Industrial company	4.69823107544912	4.568119552472861	4.321204756854448	US
VICON INDUSTRIES, INC.	US112160665	0.0	112	NYSE MKT	Industrial company	4.533683106579122	3.847880997445375	4.652101229519464	US
VICOR CORP	US042742817	10.62	2	NASDAQ National Market	Industrial company	5.197407381169299	5.441415463628929	5.342807453159515	US
VIEWRAY, INC.	US421777485	0.0	100	NASDAQ National Market	Industrial company	4.717320930008821	5.268154234513811	4.016657344822202	US
VIKING THERAPEUTICS, INC.	US461073877	0.0	105	NASDAQ National Market	Industrial company	4.188647295999718	4.431942437771456	0.0	US
VILLAGE BANK AND TRUST FINANCIAL CORP	US161694602	0.0	108	NASDAQ National Market	Bank	5.623189312256575	4.518039905468187	4.353011711033453	US
VILLAGE SUPER MARKET INC	US221576170	5.7700000000000005	4	NASDAQ National Market	Industrial company	5.637392652846294	5.425661360180631	6.199697596516536	US
VINCE HOLDING CORP.	US753264870	3.16	6	New York Stock Exchange (NYSE)	Industrial company	5.56058684566408	5.329145569475874	5.4806650760640885	US
VIOLIN MEMORY, INC.	US203940944	8.8	1	New York Stock Exchange (NYSE)	Industrial company	5.052493866500527	4.619635859719037	4.706444662615846	US
VIRCO MFG. CORPORATION	US951613718	1.96	7	NASDAQ National Market	Industrial company	4.951512367277876	4.755829138057638	5.226847266620069	US
VIRGIN AMERICA INC.	US201585173	7.93	6	NASDAQ National Market	Industrial company	6.195493383270715	6.394093240001467	6.184573616008666	US
VIRNETX HOLDING CORPORATION	US770390628	8.67	2	NYSE MKT	Industrial company	4.345824456998199	5.435767943809524	3.1920095926536702	US
VIRTU FINANCIAL, INC.	US320420206	1.41	6	NASDAQ National Market	Financial company	6.530447009084663	5.8267484087852495	5.901029809607401	US
VIRTUSA CORPORATION	US043512883	15.94	1	NASDAQ National Market	Industrial company	5.689963803323985	6.02092988576106	5.680323726556777	US
VISA INC.	US260267673	13.05	1	New York Stock Exchange (NYSE)	Bank	7.5951323312555425	8.181087666639305	7.142389497408063	US
VISHAY INTERTECHNOLOGY INC	US381686453	11.0	2	New York Stock Exchange (NYSE)	Industrial company	6.498722180123133	6.241050145130816	6.3618201609867215	US
VISHAY PRECISION GROUP, INC.	US270986328	8.05	3	New York Stock Exchange (NYSE)	Industrial company	5.421189175064964	5.217260159106963	5.365822936347619	US
VISTA OUTDOOR INC.	US411016855	16.51	1	New York Stock Exchange (NYSE)	Industrial company	6.468736396208811	6.477670290047594	6.356166454011474	US
VISTAGEN THERAPEUTICS INC	US205093315	0.0	108	NASDAQ National Market	Industrial company	2.432969290874406	3.9397188823541045	0.0	US
VISTEON CORP	US383519512	12.7	1	New York Stock Exchange (NYSE)	Industrial company	6.670431502118921	6.401829108884695	6.511214834971339	US
VITAE PHARMACEUTICALS, INC.	US043567753	5.54	9	NASDAQ National Market	Industrial company	4.791318638240894	5.443187859753296	2.7641761323903307	US
VITAL THERAPIES, INC.	US562358443	5.75	6	NASDAQ National Market	Industrial company	4.9497899589144625	5.413852760042867	0.0	US
VITAMIN SHOPPE, INC.	US113664322	21.75	1	New York Stock Exchange (NYSE)	Industrial company	5.8743031925852085	5.863907276968746	6.102622339247349	US
VIVINT SOLAR, INC.	US455605880	2.6900000000000004	4	New York Stock Exchange (NYSE)	Industrial company	6.206575207696241	5.602988388488202	4.807420012743841	US
VIVUS INC	US943136179	10.85	3	NASDAQ National Market	Industrial company	5.442797926071066	5.107315137608036	4.979689474725134	US
VMWARE, INC.	US943292913	2.31	2	New York Stock Exchange (NYSE)	Industrial company	7.197170274687258	6.869840244495167	6.822625744111052	US
VOCERA COMMUNICATIONS, INC.	US943354663	9.66	2	New York Stock Exchange (NYSE)	Industrial company	5.210216824677769	5.4881218505236395	5.0173964914623195	US
VOLT INFORMATION SCIENCES INC	US135658129	3.7	7	NYSE MKT	Industrial company	5.514317927501268	5.121477770204095	6.175192208127705	US
VOLTARI CORPORATION	US900933943	1.96	2	NASDAQ National Market	Industrial company	3.7785130117389247	4.486756254617268	1.6989700043360187	US
VONAGE HOLDINGS CORP.	US113547680	14.5	1	New York Stock Exchange (NYSE)	Industrial company	5.894630037136233	5.988326587307011	5.9518584567732455	US
VORNADO REALTY TRUST	US221657560	25.4	1	New York Stock Exchange (NYSE)	Financial company	7.325172648751008	7.254617867965314	6.398333822019283	US
VOXX INTERNATIONAL CORPORATION	US131964841	12.24	2	NASDAQ National Market	Industrial company	5.830918273804638	4.8482938278592815	5.879382063847915	US
VOYA FINANCIAL INC	US521222820	16.89	1	New York Stock Exchange (NYSE)	Insurance company	8.338953458408962	6.831595231317934	6.666180990828198	US
VOYAGER THERAPEUTICS, INC.	US463003182	0.95	12	NASDAQ National Market	Industrial company	5.360703203871115	5.562770920100774	4.2389238459924155	US
VRINGO INC	US204988129	3.42	1	NASDAQ National Market	Industrial company	4.702947246181556	4.440735959183332	4.355796213502972	US
VSE CORP	US540649263	9.06	4	NASDAQ National Market	Industrial company	5.793884634519474	5.55503274776499	5.727527430954185	US
VTV THERAPEUTICS INC.	US473916571	1.74	6	NASDAQ National Market	Industrial company	4.961577696625092	4.737907923374639	2.716003343634799	US
VULCAN MATERIALS COMPANY	US208579133	48.19	1	New York Stock Exchange (NYSE)	Industrial company	6.9191635301027405	7.19678909999206	6.534303102660913	US
VUZIX CORP	US043392453	0.91	9	NASDAQ National Market	Industrial company	4.291457654149244	4.9711505534114	3.4394905903896835	US
VWR CORPORATION	US260237871	4.86	3	NASDAQ National Market	Industrial company	6.680680001663488	6.575065855729203	6.635363193259588	US
W R BERKLEY CORP	US221867895	15.69	2	New York Stock Exchange (NYSE)	Insurance company	7.337079072279803	6.842007174866413	6.860337647154722	US
W&T OFFSHORE, INC.	US721121985	6.04	3	New York Stock Exchange (NYSE)	Industrial company	6.082075203058286	5.218167748420425	5.7052357542802925	US
W. R. GRACE & CO.	US650773649	11.96	2	New York Stock Exchange (NYSE)	Industrial company	6.561781047375761	6.741475031716514	6.484513516614228	US
W.W. GRAINGER, INC.	US361150280	19.09	1	New York Stock Exchange (NYSE)	Industrial company	6.767731277543505	7.141495395442468	6.998842584321369	US
WABASH NATIONAL CORP	US521375208	21.75	1	New York Stock Exchange (NYSE)	Industrial company	5.977573176202996	5.951349663326389	6.306958720858272	US
WABCO HOLDINGS INC.	US208481962	14.29	1	New York Stock Exchange (NYSE)	Industrial company	6.413283163318529	6.7755259107106385	6.419542889988348	US
WADDELL & REED FINANCIAL INC	US510261715	24.13	1	New York Stock Exchange (NYSE)	Financial company	6.191772843224665	6.2433399645091425	6.180880215092985	US
WAFERGEN BIO-SYSTEMS, INC.	US203699764	0.13	11	NASDAQ National Market	Industrial company	4.359342116772368	4.250834579996684	3.8553979966540686	US
WAGEWORKS, INC.	US943351864	18.42	1	New York Stock Exchange (NYSE)	Industrial company	5.948774727133882	6.310598160635461	5.524158461003207	US
WAL-MART STORES, INC.	US710415188	8.29	3	New York Stock Exchange (NYSE)	Industrial company	8.300119196502548	8.347255271196818	8.683164156712968	US
WALGREENS BOOTS ALLIANCE, INC.,	US471758322	12.86	3	NASDAQ National Market	Industrial company	7.8374748061271315	7.926002292774353	8.01470530980948	US
WALKER & DUNLOP INC	US800629925	21.06	1	New York Stock Exchange (NYSE)	Bank		5.875307872627027	5.54406928518988	US
WALT DISNEY CO	US954545390	14.46	1	New York Stock Exchange (NYSE)	Industrial company	7.945379949484615	8.211426472199944	7.7198696854763496	US
WALTER INVESTMENT MANAGEMENT CORP	US133950486	14.71	4	New York Stock Exchange (NYSE)	Financial company	7.269314477666528	5.249530985186809	6.105258050483448	US
WARREN RESOURCES, INC.	US113024080	5.1400000000000015	1	NASDAQ National Market	Industrial company	5.370074317568547	4.057856208741888	4.946324512553877	US
WASHINGTON FEDERAL INC	US911661606	21.63000000000001	1	NASDAQ National Market	Bank	7.163409621428559	6.35766008789295	5.665776989001688	US
WASHINGTON REAL ESTATE INVESTMENT TRUST	US530261100	25.26	1	New York Stock Exchange (NYSE)	Financial company	6.340675875021656	6.307405104672426	5.486328446632571	US
WASHINGTON TRUST BANCORP INC	US050404671	9.87	2	NASDAQ National Market	Bank		5.818142722877416	5.243040530361958	US
WASHINGTONFIRST BANKSHARES INC	US264480276	0.0	154	NASDAQ National Market	Bank		5.363910807028896	4.57404284875949	US
WASTE CONNECTIONS INC	US943283464	16.21	1	New York Stock Exchange (NYSE)	Industrial company	6.7094225310040025	6.9223732097621955	6.325779936103369	US
WASTE MANAGEMENT INC	US731309529	16.34	1	New York Stock Exchange (NYSE)	Industrial company	7.310034490405124	7.435681395380464	7.112638544126282	US
WATERS CORP	US133668640	18.89	1	New York Stock Exchange (NYSE)	Industrial company	6.630293395821179	7.04631594674506	6.31012655473021	US
WATERSTONE FINANCIAL INC	US203598485	9.08	1	NASDAQ National Market	Bank		5.6234116034761765	5.051156382825619	US
WATSCO INC	US590778222	14.82	3	New York Stock Exchange (NYSE)	Industrial company	6.252475103176659	6.607435184618561	6.614184050533917	US
WATTS WATER TECHNOLOGIES, INC.	US042916536	12.509999999999998	2	New York Stock Exchange (NYSE)	Industrial company	6.22860590690894	6.203449294372417	6.166637590133102	US
WAYFAIR INC.	US364791999	6.59	4	New York Stock Exchange (NYSE)	Industrial company	5.841723524436929	6.285440281256908	6.352160513300153	US
WAYNE SAVINGS BANCSHARES INC	US311557791	0.0	116	NASDAQ National Market	Bank	4.603891020183559	4.5416042026823655	2.739572344450092	US
